Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total
2019-01-01,4,Chaco,56818.0,29456.0,186.0,52.0,41.0,86.553
2019-01-01,4,Chubut,43968.0,811.0,916.0,13.521,4.803,64.019
2019-01-01,4,Córdoba,353530.0,266062.0,480.0,5.613,385.0,626.070
2019-01-01,4,Corrientes,55681.0,28178.0,177.0,1.354,45.0,85.435
2019-01-01,4,Entre Ríos,113983.0,53411.0,122.0,6.427,194.0,174.137
2019-01-01,4,Formosa,21734.0,5314.0,4.0,1.023,14.0,28.089
2019-01-01,4,Jujuy,32934.0,6933.0,22.0,0.0,35.0,39.924
2019-01-01,4,La Pampa,12755.0,42705.0,4327.0,6.205,374.0,66.366
2019-01-01,4,La Rioja,16886.0,0.0,16.0,2.0,28.0,16.932
2019-01-01,4,Mendoza,153293.0,13030.0,2572.0,38.0,1.874,170.807
2019-01-01,4,Misiones,60252.0,32533.0,48.0,5.0,15.0,92.853
2019-01-01,4,Neuquén,51680.0,38902.0,1048.0,12.934,2.852,107.416
2019-01-01,4,Río Negro,66851.0,27221.0,915.0,3.407,1.328,99.722
2019-01-01,4,Salta,78744.0,22446.0,47.0,129.0,554.0,101.920
2019-01-01,4,San Juan,48670.0,451.0,770.0,1.23,908.0,52.029
2019-01-01,4,San Luis,11432.0,1025.0,354.0,30.0,377.0,13.218
2019-01-01,4,Santa Cruz,15614.0,2723.0,396.0,5.261,2.409,26.403
2019-01-01,4,Santa Fe,339843.0,212911.0,2885.0,4.596,1.437,561.672
2019-01-01,4,Santiago Del Estero,33582.0,4365.0,19.0,1.139,30.0,39.135
2019-01-01,4,Tierra Del Fuego,22636.0,4301.0,665.0,1.0,2.35,29.953
2019-01-01,4,Tucumán,144188.0,1653.0,116.0,88.0,50.0,146.095
2019-01-01,3,Buenos Aires,1585467.0,1183894.0,113590.0,19.989,25.825,2.928.765
2019-01-01,3,Capital Federal,454815.0,871262.0,30974.0,2.229,12.788,1.372.068
2019-01-01,3,Catamarca,25801.0,242.0,15.0,1.0,34.0,26.093
2019-01-01,3,Chaco,56282.0,28809.0,186.0,52.0,41.0,85.370
2019-01-01,3,Chubut,43964.0,792.0,916.0,13.408,4.803,63.883
2019-01-01,3,Córdoba,351692.0,264055.0,1450.0,5.412,389.0,622.998
2019-01-01,3,Corrientes,55792.0,27604.0,176.0,1.34,47.0,84.959
2019-01-01,3,Entre Ríos,113909.0,51945.0,122.0,6.261,197.0,172.434
2019-01-01,3,Formosa,21573.0,5264.0,2.0,899.0,14.0,27.752
2019-01-01,3,Jujuy,32598.0,6895.0,22.0,0.0,35.0,39.550
2019-01-01,3,La Pampa,12755.0,41886.0,4078.0,6.195,557.0,65.471
2019-01-01,3,La Rioja,16725.0,0.0,16.0,2.0,28.0,16.771
2019-01-01,3,Mendoza,153299.0,13030.0,2572.0,42.0,1.88,170.823
2019-01-01,3,Misiones,59921.0,31635.0,46.0,5.0,15.0,91.622
2019-01-01,3,Neuquén,47102.0,36620.0,1045.0,13.051,2.798,100.616
2019-01-01,3,Río Negro,66806.0,27130.0,917.0,3.415,1.346,99.614
2019-01-01,3,Salta,78064.0,21688.0,47.0,129.0,645.0,100.573
2019-01-01,3,San Juan,48670.0,451.0,770.0,1.231,908.0,52.030
2019-01-01,3,San Luis,11432.0,1025.0,354.0,31.0,377.0,13.219
2019-01-01,3,Santa Cruz,15540.0,2718.0,396.0,5.226,2.391,26.271
2019-01-01,3,Santa Fe,337042.0,209673.0,4169.0,4.426,1.428,556.738
2019-01-01,3,Santiago Del Estero,33886.0,4365.0,19.0,1.097,30.0,39.397
2019-01-01,3,Tierra Del Fuego,22636.0,8085.0,665.0,1.0,2.35,33.737
2019-01-01,3,Tucumán,142925.0,1135.0,116.0,88.0,50.0,144.314
2019-01-01,2,Buenos Aires,1581770.0,1141052.0,115660.0,19.268,26.04,2.883.790
2019-01-01,2,Capital Federal,453178.0,858342.0,19786.0,2.172,12.806,1.346.284
2019-01-01,2,Catamarca,25387.0,242.0,15.0,1.0,34.0,25.679
2019-01-01,2,Chaco,55767.0,27809.0,179.0,52.0,41.0,83.848
2019-01-01,2,Chubut,43949.0,762.0,916.0,13.055,4.803,63.485
2019-01-01,2,Córdoba,348130.0,255596.0,435.0,5.199,386.0,609.746
2019-01-01,2,Corrientes,55238.0,26553.0,157.0,1.321,47.0,83.316
2019-01-01,2,Entre Ríos,113378.0,49767.0,119.0,6.031,197.0,169.492
2019-01-01,2,Formosa,21097.0,5164.0,2.0,737.0,50.0,27.050
2019-01-01,2,Jujuy,32183.0,5482.0,22.0,0.0,35.0,37.722
2019-01-01,2,La Pampa,12756.0,40825.0,3719.0,6.19,562.0,64.052
2019-01-01,2,La Rioja,16463.0,0.0,16.0,2.0,28.0,16.509
2019-01-01,2,Mendoza,153301.0,13030.0,2572.0,38.0,1.882,170.823
2019-01-01,2,Misiones,59179.0,29283.0,37.0,5.0,15.0,88.519
2019-01-01,2,Neuquén,47078.0,34183.0,1044.0,12.781,2.799,97.885
2019-01-01,2,Río Negro,66738.0,26268.0,916.0,3.457,1.348,98.727
2019-01-01,2,Salta,77214.0,20297.0,47.0,129.0,580.0,98.267
2019-01-01,2,San Juan,48670.0,451.0,770.0,1.189,908.0,51.988
2019-01-01,2,San Luis,11432.0,1025.0,354.0,33.0,377.0,13.221
2019-01-01,2,Santa Cruz,15343.0,2707.0,396.0,4.917,2.4,25.763
2019-01-01,2,Santa Fe,333117.0,204685.0,2877.0,4.32,1.389,546.388
2019-01-01,2,Santiago Del Estero,33873.0,4365.0,19.0,1.091,30.0,39.378
2019-01-01,2,Tierra Del Fuego,22636.0,7927.0,665.0,1.0,2.35,33.579
2019-01-01,2,Tucumán,139944.0,479.0,116.0,88.0,50.0,140.677
2019-01-01,1,Buenos Aires,1583135.0,1096836.0,134177.0,18.754,28.94,2.861.842
2019-01-01,1,Capital Federal,454934.0,841743.0,19334.0,1.994,14.716,1.332.721
2019-01-01,1,Catamarca,25033.0,241.0,16.0,1.0,41.0,25.332
2019-01-01,1,Chaco,54952.0,26161.0,164.0,27.0,56.0,81.360
2019-01-01,1,Chubut,45645.0,717.0,906.0,12.54,5.465,65.273
2019-01-01,1,Córdoba,343883.0,247564.0,415.0,4.645,450.0,596.957
2019-01-01,1,Corrientes,54649.0,25372.0,129.0,1.319,62.0,81.531
2019-01-01,1,Entre Ríos,112363.0,47411.0,108.0,5.943,245.0,166.070
2019-01-01,1,Formosa,21022.0,4951.0,1.0,670.0,56.0,26.700
2019-01-01,1,Jujuy,31505.0,5048.0,22.0,0.0,36.0,36.611
2019-01-01,1,La Pampa,13143.0,39571.0,3215.0,6.164,604.0,62.697
2019-01-01,1,La Rioja,16282.0,0.0,16.0,2.0,33.0,16.333
2019-01-01,1,Mendoza,152433.0,13030.0,2542.0,29.0,2.126,170.160
2019-01-01,1,Misiones,58262.0,26836.0,30.0,5.0,13.0,85.146
2019-01-01,1,Neuquén,47518.0,32152.0,1024.0,12.088,2.96,95.742
2019-01-01,1,Río Negro,66274.0,25217.0,907.0,3.473,1.462,97.333
2019-01-01,1,Salta,76280.0,19781.0,47.0,129.0,574.0,96.811
2019-01-01,1,San Juan,48441.0,451.0,755.0,1.165,1.007,51.819
2019-01-01,1,San Luis,11414.0,1025.0,351.0,30.0,412.0,13.232
2019-01-01,1,Santa Cruz,16215.0,2700.0,392.0,4.772,2.562,26.641
2019-01-01,1,Santa Fe,328809.0,199037.0,2845.0,4.239,1.507,536.437
2019-01-01,1,Santiago Del Estero,33813.0,4365.0,19.0,1.02,35.0,39.252
2019-01-01,1,Tierra Del Fuego,22291.0,7924.0,657.0,1.0,2.583,33.456
2019-01-01,1,Tucumán,137857.0,115.0,116.0,88.0,100.0,138.276
2019-01-01,4,Buenos Aires,1575978.0,1070135.0,120528.0,17.728,32.038,2.816.407
2019-01-01,4,Capital Federal,455785.0,840224.0,17155.0,1.962,15.394,1.330.520
2019-01-01,4,Catamarca,25192.0,241.0,16.0,0.0,44.0,25.493
2019-01-01,4,Chaco,55024.0,10918.0,31.0,0.0,62.0,66.035
2019-01-01,4,Chubut,48539.0,697.0,891.0,12.256,6.159,68.542
2019-01-01,4,Córdoba,345157.0,240452.0,419.0,3.918,486.0,590.432
2019-01-01,4,Corrientes,54754.0,9526.0,40.0,1.315,75.0,65.710
2019-01-01,4,Entre Ríos,112291.0,23027.0,57.0,5.178,260.0,140.813
2019-01-01,4,Formosa,21245.0,4896.0,1.0,0.0,65.0,26.207
2019-01-01,4,Jujuy,31349.0,4583.0,22.0,37.0,11.0,36.002
2019-01-01,4,La Pampa,16043.0,34281.0,514.0,5.894,648.0,57.380
2019-01-01,4,La Rioja,16352.0,0.0,17.0,0.0,33.0,16.402
2019-01-01,4,Mendoza,151797.0,13030.0,2534.0,31.0,2.222,169.614
2019-01-01,4,Misiones,58435.0,18613.0,16.0,150.0,15.0,77.229
2019-01-01,4,Neuquén,47721.0,31778.0,1014.0,11.853,3.03,95.396
2019-01-01,4,Río Negro,66307.0,23703.0,901.0,3.819,1.53,96.260
2019-01-01,4,Salta,76026.0,17289.0,48.0,6.0,578.0,93.947
2019-01-01,4,San Juan,48653.0,451.0,740.0,1.202,1.073,52.119
2019-01-01,4,San Luis,11419.0,926.0,355.0,24.0,423.0,13.147
2019-01-01,4,Santa Cruz,17553.0,448.0,388.0,4.395,2.929,25.713
2019-01-01,4,Santa Fe,335267.0,183009.0,3205.0,6.282,1.634,529.397
2019-01-01,4,Santiago Del Estero,34110.0,4231.0,19.0,920.0,37.0,39.317
2019-01-01,4,Tierra Del Fuego,21948.0,3664.0,655.0,1.0,2.722,28.990
2019-01-01,4,Tucumán,137093.0,97.0,116.0,13.0,105.0,137.424
2019-01-01,3,Buenos Aires,1562533.0,1110628.0,124474.0,20.049,31.881,2.849.565
2019-01-01,3,Capital Federal,450155.0,833402.0,17886.0,1.995,14.387,1.317.825
2019-01-01,3,Catamarca,24380.0,244.0,15.0,0.0,47.0,24.686
2019-01-01,3,Chaco,53321.0,10336.0,29.0,1.0,59.0,63.746
2019-01-01,3,Chubut,49219.0,668.0,882.0,11.853,6.515,69.137
2019-01-01,3,Córdoba,340212.0,240334.0,444.0,4.064,377.0,585.431
2019-01-01,3,Corrientes,52957.0,9184.0,31.0,1.312,65.0,63.549
2019-01-01,3,Entre Ríos,108907.0,22440.0,48.0,5.203,135.0,136.733
2019-01-01,3,Formosa,21021.0,4836.0,0.0,0.0,80.0,25.937
2019-01-01,3,Jujuy,30128.0,3541.0,22.0,37.0,13.0,33.741
2019-01-01,3,La Pampa,16051.0,33940.0,538.0,11.219,677.0,62.425
2019-01-01,3,La Rioja,15864.0,0.0,14.0,1.0,37.0,15.916
2019-01-01,3,Mendoza,150120.0,13030.0,2512.0,40.0,2.222,167.924
2019-01-01,3,Misiones,56933.0,18373.0,4.0,3.0,14.0,75.327
2019-01-01,3,Neuquén,54458.0,30964.0,1000.0,12.858,3.087,102.367
2019-01-01,3,Río Negro,65264.0,26590.0,888.0,3.533,1.505,97.780
2019-01-01,3,Salta,73828.0,18394.0,43.0,109.0,580.0,92.954
2019-01-01,3,San Juan,48272.0,451.0,731.0,1.199,1.126,51.779
2019-01-01,3,San Luis,11303.0,925.0,355.0,25.0,438.0,13.046
2019-01-01,3,Santa Cruz,17862.0,492.0,385.0,4.273,3.098,26.110
2019-01-01,3,Santa Fe,325577.0,183630.0,4407.0,6.54,733.0,520.887
2019-01-01,3,Santiago Del Estero,32820.0,3900.0,19.0,768.0,41.0,37.548
2019-01-01,3,Tierra Del Fuego,21840.0,3469.0,650.0,1.0,2.832,28.792
2019-01-01,3,Tucumán,131739.0,97.0,117.0,13.0,100.0,132.066
2019-01-01,2,Buenos Aires,1568881.0,1025490.0,120008.0,17.02,33.147,2.764.546
2019-01-01,2,Capital Federal,447637.0,828411.0,17729.0,1.883,14.555,1.310.215
2019-01-01,2,Catamarca,24380.0,243.0,17.0,0.0,43.0,24.683
2019-01-01,2,Chaco,53321.0,9870.0,30.0,0.0,58.0,63.279
2019-01-01,2,Chubut,51070.0,649.0,866.0,10.96,6.974,70.519
2019-01-01,2,Córdoba,337825.0,234729.0,351.0,3.673,374.0,576.952
2019-01-01,2,Corrientes,52883.0,8680.0,31.0,1.309,55.0,62.958
2019-01-01,2,Entre Ríos,108900.0,21706.0,49.0,4.795,133.0,135.583
2019-01-01,2,Formosa,20894.0,4628.0,0.0,0.0,78.0,25.600
2019-01-01,2,Jujuy,30128.0,4161.0,23.0,40.0,9.0,34.361
2019-01-01,2,La Pampa,15957.0,32600.0,513.0,5.869,689.0,55.628
2019-01-01,2,La Rioja,15864.0,0.0,14.0,0.0,34.0,15.912
2019-01-01,2,Mendoza,148979.0,13030.0,2480.0,36.0,2.282,166.807
2019-01-01,2,Misiones,56933.0,17594.0,4.0,150.0,8.0,74.689
2019-01-01,2,Neuquén,47767.0,29776.0,997.0,10.765,2.983,92.288
2019-01-01,2,Río Negro,64920.0,24944.0,876.0,3.657,1.56,95.957
2019-01-01,2,Salta,73841.0,17504.0,45.0,7.0,577.0,91.974
2019-01-01,2,San Juan,48161.0,451.0,722.0,1.139,1.173,51.646
2019-01-01,2,San Luis,11306.0,925.0,354.0,22.0,448.0,13.055
2019-01-01,2,Santa Cruz,18956.0,448.0,381.0,4.118,3.266,27.169
2019-01-01,2,Santa Fe,324101.0,178495.0,3085.0,6.041,636.0,512.358
2019-01-01,2,Santiago Del Estero,32820.0,4231.0,19.0,907.0,34.0,38.011
2019-01-01,2,Tierra Del Fuego,21618.0,3008.0,648.0,1.0,2.934,28.209
2019-01-01,2,Tucumán,131740.0,97.0,121.0,13.0,98.0,132.069
2019-01-01,1,Buenos Aires,1567685.0,1000879.0,120960.0,16.528,33.824,2.739.876
2019-01-01,1,Capital Federal,445569.0,820161.0,17767.0,1.866,14.555,1.299.918
2019-01-01,1,Catamarca,24126.0,46.0,17.0,0.0,43.0,24.232
2019-01-01,1,Chaco,52971.0,9497.0,30.0,0.0,58.0,62.556
2019-01-01,1,Chubut,51066.0,539.0,866.0,10.776,6.974,70.221
2019-01-01,1,Córdoba,336841.0,225769.0,347.0,3.585,368.0,566.910
2019-01-01,1,Corrientes,52565.0,8279.0,31.0,1.306,55.0,62.236
2019-01-01,1,Entre Ríos,107883.0,21379.0,49.0,4.887,133.0,134.331
2019-01-01,1,Formosa,20774.0,4548.0,0.0,0.0,100.0,25.422
2019-01-01,1,Jujuy,29765.0,4030.0,23.0,0.0,9.0,33.827
2019-01-01,1,La Pampa,15826.0,31305.0,513.0,5.848,701.0,54.193
2019-01-01,1,La Rioja,15663.0,0.0,14.0,0.0,34.0,15.711
2019-01-01,1,Mendoza,148970.0,12076.0,2480.0,37.0,2.282,165.845
2019-01-01,1,Misiones,56597.0,17191.0,4.0,150.0,8.0,73.950
2019-01-01,1,Neuquén,47790.0,28161.0,997.0,10.381,3.051,90.380
2019-01-01,1,Río Negro,64886.0,24156.0,876.0,3.576,1.572,95.066
2019-01-01,1,Salta,73131.0,17538.0,45.0,8.0,568.0,91.290
2019-01-01,1,San Juan,48161.0,434.0,722.0,808.0,1.173,51.298
2019-01-01,1,San Luis,11306.0,428.0,354.0,21.0,448.0,12.557
2019-01-01,1,Santa Cruz,18927.0,100.0,381.0,4.092,3.264,26.764
2019-01-01,1,Santa Fe,322662.0,174296.0,3059.0,5.951,644.0,506.612
2019-01-01,1,Santiago Del Estero,32567.0,3598.0,19.0,915.0,34.0,37.133
2019-01-01,1,Tierra Del Fuego,21618.0,2837.0,648.0,1.0,2.934,28.038
2019-01-01,1,Tucumán,129717.0,83.0,121.0,13.0,98.0,130.032
2019-01-01,"Los datos provinciales no coinciden a nivel nacional, ya que se rincorporó información que no contien apertuta a nivel geográfico.",,,,,,,
